ein,organization_name,dba_name,entity_type,total_participants,plan_count,mail_us_address1,mail_us_address2,mail_us_city,mail_us_state,mail_us_zip,phone_number,website_domain,Chief Executive Officer/CEO,Chief Financial Officer/CFO,President,Vice President/VP,Secretary Treasurer,Treasurer,Executive Vice President,Executive Director,Director of Finance,Chief Counsel,Deputy Chief Counsel,President & CEO,email_domain,scrape_status,scrape_date,scrape_attempts,last_scrape_error,data_quality_score,executives_found,linkedin_profile_url,company_website_verified,data_source,last_updated,General Counsel,Fund Administrator,Administrator,Assistant Administrator,Benefits Administrator,Plan Administrator,Trust Administrator,Chief Operating Officer/COO,Chief Technology Officer/CTO,Chief Information Officer/CIO,Chief Human Resources Officer/CHRO,Chief Marketing Officer/CMO,Chief Legal Officer/CLO,Managing Director,Executive Secretary,Assistant Secretary,Assistant Treasurer,Controller,Benefits Manager,HR Director,Operations Director,IT Director,Communications Director,Board Chair,Board Secretary,Trustee Chair,Union President,Union Secretary-Treasurer,Business Manager,local_union_number,parent_union,phone_number_cleaned,website_domain_cleaned,email_domain_cleaned,data_completeness_score
530207840,"BOARD OF TRUSTEES, HEATING PIPING AND REFRIGERATION MEDICAL FUND",,Taft-Hartley Trust,"5,581",1,9411 PHILADELPHIA ROAD,,BALTIMORE,MD,21237.0,8006182878,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(800) 618-2878,,,84.44
930951989,SAMARITAN HEALTH SERVICES,,Taft-Hartley Trust,"5,571",1,C/O SHS ACCOUNTING - PO BOX 3000,,CORVALLIS,OR,97339.0,5417684773,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(541) 768-4773,,,84.44
616038377,BOARD OF TRUSTEES OF UFCW LOCAL 227 & EMPLOYERS HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"5,486",1,10503 TIMBERWOOD CIRCLE,SUITE 200,LOUISVILLE,KY,40223.0,5023397041,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,United Food and Commercial Workers,(502) 339-7041,,,84.44
941245496,SAVE MART SUPERMARKETS,,Taft-Hartley Trust,"5,478",1,1800 STANDIFORD AVENUE,,MODESTO,CA,95350.0,2095486541,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(209) 548-6541,,,84.44
250969449,CARNEGIE MELLON UNIVERSITY,,Taft-Hartley Trust,"5,467",1,5000 FORBES AVENUE,,PITTSBURGH,PA,15213.0,4122682000,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(412) 268-2000,,,84.44
310557391,IRON WORKERS DISTRICT COUNCIL OF SOUTHERN OHIO & VICINITY,,Taft-Hartley Trust,"5,415",1,1470 WORLDWIDE PL,,VANDALIA,OH,45377.0,9374541744,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(937) 454-1744,,,84.44
526044428,"BOARD OF TRUSTEES, UFCW UNIONS AND PARTICIPATING EMPLOYERS HEALTH AND",,Taft-Hartley Trust,"5,388",1,"8400 CORPORATE DRIVE, STE. 430",,LANDOVER,MD,20785.0,3014593020,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Food and Commercial Workers,(301) 459-3020,,,84.44
132526632,NEWMONT USA LIMITED,,Taft-Hartley Trust,"5,382",1,6363 SOUTH FIDDLERS GREEN CIRCLE,SUITE 800,GREENWOOD VILLAGE,CO,80111.0,3038637414,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(303) 863-7414,,,84.44
366069119,TEAMSTERS LOCAL UNION NO. 727 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"5,366",1,1300 HIGGINS ROAD,SUITE 103,PARK RIDGE,IL,60068.0,7736850340,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(773) 685-0340,,,84.44
526279969,TRUSTEES - MID-SOUTH CARPENTERS REGIONAL COUNCIL H&W FUND,,Taft-Hartley Trust,"5,337",2,2001 CALDWELL DR.,,GOODLETTSVILLE,TN,37072.0,6158590131,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(615) 859-0131,,,84.44
136696938,BOARD OF TRUSTEES MM&P HEALTH AND BENEFIT PLAN,,Taft-Hartley Trust,"5,306",1,"700 MARITIME BLVD., SUITE A",,LINTHICUM HEIGHTS,MD,21090.0,4108508500,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(410) 850-8500,,,84.44
251187299,BD OF TRUSTEES OPERATING ENGINEERS LOCAL 66 WELFARE FUND,,Taft-Hartley Trust,"5,279",1,111 ZETA DR FL 1,,PITTSBURGH,PA,15238.0,4129689750,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,(412) 968-9750,,,84.44
50490997,CARE NEW ENGLAND,,Taft-Hartley Trust,"5,256",1,45 WILLARD AVENUE,,PROVIDENCE,RI,2905.0,4014537900,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(401) 453-7900,,,84.44
953846186,BOARD OF TRUSTEES L.A. CO. FIRE FIGHTERS LOCAL 1014,HEALTH AND WELFARE PLAN,Taft-Hartley Trust,"5,177",1,3460 FLETCHER AVENUE,,EL MONTE,CA,91731.0,3106391014,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,,(310) 639-1014,,,84.44
135555808,TRUSTEES OF LOCAL 272 WELFARE FUND,,Taft-Hartley Trust,"5,172",1,220 EAST 23RD STREET,,NEW YORK,NY,10010.0,2127269730,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,(212) 726-9730,,,84.44
550393244,UNITED FOOD AND COMMERCIAL WORKERS LOCAL 400 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"5,169",1,"600 D STREET, SUITE 250",,SOUTH CHARLESTON,WV,25303.0,3043437682,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,(304) 343-7682,,,84.44
526038498,NATIONAL ASBESTOS WORKERS MEDICAL FUND FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"5,119",1,7130 COLUMBIA GATEWAY DRIVE,,COLUMBIA,MD,21046.0,4108729500,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(410) 872-9500,,,84.44
366198426,TRUSTEES OF IUOE LOCAL 399 HEALTH AND WELFARE TRUST,,Taft-Hartley Trust,"5,114",1,2260 SOUTH GROVE STREET,,CHICAGO,IL,60616.0,3123729870,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,International Union of Operating Engineers,(312) 372-9870,,,84.44
366441012,TEAMSTERS AND EMPLOYERS WELFARE TRUST OF ILLINOIS,,Taft-Hartley Trust,"5,110",1,502 EARTH CITY EXPRESSWAY SUITE 203,SUITE 203,EARTH CITY,MO,63045.0,8005561742,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(800) 556-1742,,,84.44
46119050,TRUSTEES OF BOSTON BUILDING SERVICE EMPLOYEES' TRUST FUND,,Taft-Hartley Trust,"5,109",1,26 WEST STREET,,BOSTON,MA,2111.0,2125392778,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(212) 539-2778,,,84.44
237134462,INTERNATIONAL UNION OF OPERATING ENGINEERS & PIPELINE H&W FUND,,Taft-Hartley Trust,"5,107",1,10440 LITTLE PATUXENT PKY,,COLUMBIA,MD,21044.0,4108841440,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(410) 884-1440,,,84.44
464728761,SAN DIEGO COUNTY PUBLIC SAFETY RETIREE MEDICAL TRUST,RETIREE MEDICAL TRUST,Taft-Hartley Trust,"5,071",1,"1843 HOTEL CIRCLE SOUTH, SUITE 300",,SAN DIEGO,CA,92108.0,6194815963,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(619) 481-5963,,,84.44
880231734,BOARD OF TRUSTEES-TEAMSTERS LOCAL 631 SECURITY PLAN FOR SO NV,,Taft-Hartley Trust,"5,068",1,8311 W. SUNSET ROAD,SUITE 250,LAS VEGAS,NV,89113.0,7024152190,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,International Brotherhood of Teamsters,(702) 415-2190,,,84.44
364262739,TRANS UNION LLC,,Taft-Hartley Trust,"5,066",1,555 W ADAMS ST,,CHICAGO,IL,60661.0,3122581717,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(312) 258-1717,,,84.44
430678755,BOARD OF TRUSTEES OF IBEW LOCAL 1 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"5,065",1,5735 ELIZABETH AVENUE,,ST. LOUIS,MO,63110.0,3147522330,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,International Brotherhood of Electrical Workers,(314) 752-2330,,,84.44
930478837,"BOARD OF TRUSTEES, THE BLEDSOE HEALTH TRUST",,Taft-Hartley Trust,"4,983",1,2323 EASTLAKE AVE EAST,,SEATTLE,WA,98102.0,2063294900,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(206) 329-4900,,,84.44
916068079,NORTHWEST IRONWORKERS HEALTH AND SECURITY BOARD OF TRUSTEES,,Taft-Hartley Trust,"4,925",1,P.O. BOX 34203,,SEATTLE,WA,98124.0,2064417574,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(206) 441-7574,,,84.44
411384754,BOARD OF TRUSTEES OF IBEW 292 HEALTH CARE PLAN,,Taft-Hartley Trust,"4,894",1,"6900 WEDGWOOD ROAD NO., SUITE 425",,MAPLE GROVE,MN,55311.0,7634938830,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Electrical Workers,(763) 493-8830,,,84.44
131545680,STEAMFITTERS INDUSTRY WELFARE FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"4,888",1,"27-08 40TH AVENUE, 2ND FLOOR",,LONG ISLAND CITY,NY,11101.0,2124658888,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(212) 465-8888,,,84.44
540556299,TEAMSTERS JOINT COUNCIL NO. 83 OF VIRGINIA HEALTH & WELFARE FUND,,Taft-Hartley Trust,"4,885",1,8814 FARGO ROAD SUITE 200,SUITE 200,RICHMOND,VA,23229.0,8042823131,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(804) 282-3131,,,84.44
50258809,BROWN UNIVERSITY,,Taft-Hartley Trust,"4,829",1,BOX 1879,,PROVIDENCE,RI,29120.0,4018632141,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(401) 863-2141,,,84.44
586042175,IBEW LOCAL 613 & CONTRIB EMPLOYERS FAMILY HEALTH PLAN,,Taft-Hartley Trust,"4,810",1,3715 NORTHSIDE PKWAY STE 2-495,,ATLANTA,GA,30327.0,6787050560,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,International Brotherhood of Electrical Workers,(678) 705-0560,,,84.44
870187660,UTAH MANUFACTURERS ASSOCIATION,,Taft-Hartley Trust,"4,782",1,428 EAST WINCHESTER STREET,SUITE 135,MURRAY,UT,84107.0,8013633885,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(801) 363-3885,,,84.44
131768188,LOCAL 1102 HEALTH & BENEFIT FUND,,Taft-Hartley Trust,"4,770",1,311 CROSSWAYS PARK DRIVE,,WOODBURY,NY,11797.0,5166831102,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,,(516) 683-1102,,,84.44
135600786,BOARD OF TRUSTEES OF THE AMERICAN MARITIME OFFICERS MEDICAL PLAN,,Taft-Hartley Trust,"4,754",1,2 WEST DIXIE HIGHWAY,,DANIA BEACH,FL,33004.0,9549227428,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(954) 922-7428,,,84.44
232081882,BLUESCOPE STEEL NORTH AMERICA,,Taft-Hartley Trust,"4,750",2,PO BOX 419917,,KANSAS CITY,MO,64141.0,8169683000,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(816) 968-3000,,,84.44
831681581,CENVEO WORLDWIDE LIMITED,,Taft-Hartley Trust,"4,747",1,200 FIRST STAMFORD PLACE 2ND FLOOR,2ND FLOOR,STAMFORD,CT,6902.0,2035953000,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(203) 595-3000,,,84.44
956042883,"BOARD OF TRUSTEES, CEMENT MASONS SOUTHERN CALIFORNIA",HEALTH AND WELFARE FUND,Taft-Hartley Trust,"4,747",1,5417 PECK RD,,ARCADIA,CA,91006.0,6264444600,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(626) 444-4600,,,84.44
133029280,VOLUNTARY HOSPITALS HOUSE STAFF BENEFITS PLAN,,Taft-Hartley Trust,"4,664",1,"10-27 46TH AVENUE,",SUITE 300-2,LONG ISLAND CITY,NY,11101.0,2123568180,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(212) 356-8180,,,84.44
60860627,NEW ENGLAND ELECTRICAL WORKERS BENEFITS FUND,,Taft-Hartley Trust,"4,609",1,10 TECHNOLOGY DRIVE,,WALLINGFORD,CT,6492.0,2032697741,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(203) 269-7741,,,84.44
362145881,TRUSTEES OF SHEET METAL WORKERS 73 WELFARE FUND,,Taft-Hartley Trust,"4,571",1,4530 ROOSEVELT ROAD,,HILLSIDE,IL,60162.0,7084497373,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(708) 449-7373,,,84.44
941387866,RIDEOUT MEMORIAL HOSPITAL,DBA ADVENTIST HEALTH AND RIDEOUT,Taft-Hartley Trust,"4,534",2,970 PLUMAS STREET,,YUBA CITY,CA,95991.0,5307494545,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(530) 749-4545,,,84.44
526397805,BRICKLAYERS AND ALLIED CRAFTWORKERS INTERNATIONAL HEALTH FUND,,Taft-Hartley Trust,"4,522",1,"620 F STREET, NW",,WASHINGTON,DC,20004.0,2027833788,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Federation of Teachers,(202) 783-3788,,,84.44
936041903,"BOARD OF TRUSTEES, THE NELSON TRUST",,Taft-Hartley Trust,"4,509",1,5331 SW MACADAM AVE STE 220,,PORTLAND,OR,97239.0,5032240048,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(503) 224-0048,,,84.44
202076868,ILWU LOCAL 142 HEALTH AND WELFARE TRUST,,Taft-Hartley Trust,"4,492",1,1440 KAPIOLANI BLVD SUITE 800,,HONOLULU,HI,96814.0,8084418600,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,(808) 441-8600,,,84.44
846067792,CONTRACTORS HEALTH TRUST,BOARD OF TRUSTEES,Taft-Hartley Trust,"4,480",1,2380 S TEJON ST,,ENGLEWOOD,CO,80110.0,3039352475,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(303) 935-2475,,,84.44
223143027,DISTRICT 1199J BENEFIT FUND,,Taft-Hartley Trust,"4,475",1,9-25 ALLING STREET,,NEWARK,NJ,7102.0,9732427505,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(973) 242-7505,,,84.44
411416156,NORTHWEST FIRE FIGHTERS BENEFITS TRUST,,Taft-Hartley Trust,"4,447",1,P.O. BOX 6,,MUKILTEO,WA,98275.0,4257717359,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(425) 771-7359,,,84.44
936021113,"BOARD OF TRUSTEES, U.A. UNION LOCAL NO. 290 PLUMBER,",STEAMFITTER AND SHIPFITTER INDUSTRY,Taft-Hartley Trust,"4,438",1,12205 SW TUALATIN RD STE 200,,TUALATIN,OR,97062.0,8667962305,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,(866) 796-2305,,,84.44
931143759,"BOARD OF TRUSTEES, U.A. UNION LOCAL NO. 290 PLUMBER,",STEAMFITTER AND SHIPFITTER INDUSTRY,Taft-Hartley Trust,"4,438",1,12205 SW TUALATIN RD STE 200,,TUALATIN,OR,97062.0,8667962305,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,(866) 796-2305,,,84.44
232715454,BD OF TEES OF STEAMFITTERS LU 420 WELFARE PLAN,,Taft-Hartley Trust,"4,432",1,"14420 TOWNSEND ROAD, SUITE B",,PHILADELPHIA,PA,19154.0,2673502600,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,(267) 350-2600,,,84.44
410871191,TRUSTEES OF SHEET METAL #10 BENEFIT FUND,,Taft-Hartley Trust,"4,408",1,"1681 EAST COPE AVENUE, SUITE B",,MAPLEWOOD,MN,55109.0,6517700991,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(651) 770-0991,,,84.44
686097704,BOARD OF TRUSTEES TEAMSTERS RETIREE TRUST,,Taft-Hartley Trust,"4,403",1,P.O. BOX 2300,,STOCKTON,CA,95201.0,2099488483,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(209) 948-8483,,,84.44
366158494,TRUSTEES OF SUBURBAN TEAMSTERS OF NORTHERN ILLINOIS,WELFARE FUND,Taft-Hartley Trust,"4,401",1,"1171 COMMERCE DRIVE, UNIT 1",,WEST CHICAGO,IL,60185.0,6302935218,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(630) 293-5218,,,84.44
741721447,THE BOARD OF TRUSTEES OF THE MARITIME ASSOCIATION - I.L.A. WELFARE FUN,,Taft-Hartley Trust,"4,396",1,11550 FUQUA STREET,SUITE 425,HOUSTON,TX,77034.0,2814844343,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(281) 484-4343,,,84.44
336162794,BENEFITS PLUS TRUST FUND,,Taft-Hartley Trust,"4,369",2,"404 CAMINO DEL RIO SOUTH, SUITE 608",,SAN DIEGO,CA,92108.0,6196832102,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(619) 683-2102,,,84.44
135530847,BOARD OF TRUSTEES OF SMW LU NO. 28 WELFARE FUND,,Taft-Hartley Trust,"4,364",1,195 MINEOLA BLVD.,,MINEOLA,NY,11501.0,5167429478,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(516) 742-9478,,,84.44
261860594,COMMITTEE MEMBERS OF THE USW RETIREES OF THE,DANA CORP. HEALTH CARE PLAN,Taft-Hartley Trust,"4,362",1,60 BOULEVARD OF THE ALLIES,5TH FLOOR,PITTSBURGH,PA,15222.0,4122012242,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Steelworkers,(412) 201-2242,,,84.44
440663379,BOARD OF TRUSTEES OF OPERATING ENGINEERS LOCAL 101 HEALTH AND WELFARE,,Taft-Hartley Trust,"4,344",1,6601 WINCHESTER SUITE 250,,KANSAS CITY,MO,64133.0,8167375959,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,(816) 737-5959,,,84.44
111538293,PLUMBERS LOCAL UNION NO. 1 WELFARE FUND,,Taft-Hartley Trust,"4,314",1,"50-02 5TH STREET, 2ND FLOOR",,LONG ISLAND CITY,NY,11101.0,7188352700,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(718) 835-2700,,,84.44
430688695,BOARD OF TRUSTEES GREATER ST LOUIS CONSTRUCTION LABORERS WELFARE FUND,,Taft-Hartley Trust,"4,310",1,2357 59TH STREET,,ST. LOUIS,MO,63110.0,3146464410,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(314) 646-4410,,,84.44
630708443,BOARD OF TRUSTEES OF RWDSIUI HEALTH AND BENEFIT FUND,,Taft-Hartley Trust,"4,305",1,1901 10TH AVENUE SOUTH,,BIRMINGHAM,AL,35205.0,2052523586,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(205) 252-3586,,,84.44
456038633,BOARD OF TRUSTEES OF DAKOTAS AND WESTERN MINNESOTA ELECTRICAL INDUSTRY,WELFARE FUND,Taft-Hartley Trust,"4,302",1,2901 FIRST AVENUE NO.,,FARGO,ND,58102.0,7012931300,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(701) 293-1300,,,84.44
936231741,BOARD OF TRUSTEES TEAMSTERS MULTI-BENEFIT TRUST,,Taft-Hartley Trust,"4,294",1,1200 WILSHIRE BLVD 5TH FLOOR,,LOS ANGELES,CA,90017.0,5624635000,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(562) 463-5000,,,84.44
237042767,TRUSTEES UFCW L 1262 & EMP H&W FD,,Taft-Hartley Trust,"4,288",1,1389 BROAD STREET,,CLIFTON,NJ,7013.0,9737785800,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Food and Commercial Workers,(973) 778-5800,,,84.44
351074113,BOARD OF TRUSTEES OF THE INDIANA TEAMSTERS HEALTH BENEFITS FUND,,Taft-Hartley Trust,"4,259",1,1233 SHELBY STREET,,INDIANAPOLIS,IN,46203.0,3176393573,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(317) 639-3573,,,84.44
990068548,FOODLAND SUPER MARKET LTD,,Taft-Hartley Trust,"4,259",1,3536 HARDING AVE STE 100,STE 100,HONOLULU,HI,96816.0,8087320791,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(808) 732-0791,,,84.44
396046865,WISCONSIN BANKERS ASSOCIATION INSURANCE TRUST FUND,,Taft-Hartley Trust,"4,242",1,P.O. BOX 7697,,MADISON,WI,53707.0,8884410600,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(888) 441-0600,,,84.44
136162404,BOARD OF TRUSTEES LOCAL 812 HEALTH FUND,,Taft-Hartley Trust,"4,237",1,"445 NORTHERN BLVD., NO. 30",,GREAT NECK,NY,11021.0,5163031455,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,,(516) 303-1455,,,84.44
320345810,PENN HIGHLANDS HEALTHCARE,,Taft-Hartley Trust,"4,229",1,100 HOSPITAL AVENUE,,DUBOIS,PA,15801.0,8143753352,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(814) 375-3352,,,84.44
136694320,"BD OF TRUSTEES WELFARE FD OF THE IUOE LO UNIONS 15, 15A, 15C, 15D",,Taft-Hartley Trust,"4,226",2,44-40 11TH STREET,,LONG ISLAND CITY,NY,11101.0,2122557657,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Union of Operating Engineers,(212) 255-7657,,,84.44
